log_id,xi_start,yi_start,xj_start,yj_start,typei,xi_end,yi_end,xj_end,yj_end,typej,direction,PET,ifirst,angle_start,angle_end,start,end
0,0.33104034539327887,0.9436166010207211,-0.3739628570307889,-0.9274436810725327,HV,-0.5405502753470649,0.8413117138268148,-0.41606447168893385,-0.9093351172137851,HV,L-R,4.700000000000001,False,177.3717068107578,122.69252442931298,opposite,cross
1,-0.08147934007486118,0.9966750308605935,0.0942204506976352,-0.9955513581279142,HV,-0.08032025369251493,0.9967691090953662,0.98293364349007,-0.18396046448988962,HV,L-R,4.6000000000000005,True,179.26714964076328,105.20750541193402,opposite,cross
2,-0.07760216443426804,0.9969844051313527,0.06036524236767608,-0.9981763559180771,HV,-0.07644272090284984,0.9970739743975715,0.9697804408187904,0.243979295443922,HV,L-R,3.9,True,179.01002632421063,80.26260084026642,opposite,cross
3,0.03272468106300335,0.9994644041932282,-0.23605711172418456,-0.9717391831167641,HV,0.03265416112330305,0.9994667106819183,0.9985790045439648,-0.05329138470695356,HV,L-R,4.300000000000001,True,168.2213768512577,91.18354025434833,opposite,cross
4,0.2637221867088658,0.9645986772940828,0.01266893292283048,-0.999919745848934,HV,-0.01837922962066839,0.9998310876935917,0.9845986260936551,-0.174830047458916,HV,L-R,2.4000000000000004,True,163.98306544670262,101.12187965823128,opposite,cross
5,0.20828973300911377,0.9780671690241893,0.010604433128006152,-0.9999437714181901,HV,0.006449774005659927,0.9999791999913177,0.9842355667064151,-0.17686251505082135,HV,L-R,1.6999999999999993,True,167.3702543149298,99.81751583921113,opposite,cross
6,0.861193044137792,0.5082780151931453,-0.9907126195921072,-0.13597244346169743,HV,-0.3379911827980344,0.9411492763375987,-0.8644410009824814,-0.5027342795358257,HV,L-R,4.8,False,157.26565820739177,100.42653071418499,cross,cross
7,0.1526738232945532,0.9882766331754604,0.9943335628875247,-0.10630505968861978,HV,0.20416118990464185,0.978937285292945,0.6187574874257891,-0.7855820592112096,Pedestrian,R-L,4.6,False,87.32045137160144,129.99414339431385,cross,cross
8,-0.03223773265086466,0.9994802292159316,-0.9996278474042755,0.027279418870177898,HV,0.04121309052660078,0.9991503796572596,-0.112377979980643,-0.9936655320657299,HV,L-R,5.1,False,86.58940440238385,175.9095911933237,cross,opposite
9,0.07987953100584962,0.9968045247320486,0.10970760010009573,-0.9939639040127551,HV,0.010484754503005938,0.9999450334508451,0.9987242841151953,-0.050495587119973845,HV,R-L,3.7,False,169.1198985129675,92.29367175854165,opposite,cross
10,-0.01541473878468069,0.9998811858556996,0.0032174511308570835,-0.9999948239907147,HV,-0.013039288721370407,0.9999149848610335,0.9208160187670394,0.38999725586472955,HV,L-R,2.4000000000000004,True,179.3011122334633,67.79278873038324,opposite,cross
11,-0.12266054782543184,0.9924486838155235,0.9899679467112996,0.14129212463620738,HV,-0.06728542261996007,0.9977337680477961,0.9448389620584615,0.32753524356363417,Pedestrian,R-L,3.1000000000000005,False,88.92305252992375,74.73884271244272,cross,cross
12,0.031678919161343966,0.9994980970871176,-0.9668719006111585,-0.2552620767144351,HV,-0.009574236541154333,0.9999541659469467,-0.9634707856807286,-0.267813452126213,HV,L-R,3.8000000000000003,False,106.60448706828355,104.98562411992395,cross,cross
13,-0.024348642119890716,0.9997035278655955,0.9581492070573354,0.2862692736138464,HV,-0.01272331349699725,0.999919055370812,0.9543456198804168,0.29870459958805984,HV,L-R,3.3000000000000003,True,74.76047820129122,73.34919685268682,cross,cross
14,0.0035631123062131276,0.9999936520951986,-0.012335531193273335,-0.9999239144405837,HV,-0.005125844805656141,0.9999868627712208,0.9936412114052754,-0.1125928194737877,HV,L-R,3.9000000000000004,True,179.49735992798787,96.75849250653201,opposite,cross
15,0.15044744914115343,0.9886180076485155,-0.6848709957497333,0.7286643391718637,HV,0.15307518937156736,0.988214544721367,0.2992628055341979,0.9541707254070422,HV,L-R,1.5,False,51.878320313775106,8.608150331184902,cross,parallel
16,-0.7211141966327513,0.6928162205193392,0.9081241458665934,-0.41870100990333187,HV,0.5076375371412362,0.8615707346963335,0.9969796122610339,0.0776637156968307,Pedestrian,L-R,4.4,True,160.89915129917685,55.03911639408031,opposite,cross
17,-0.646536462182592,0.762883086107182,0.5324662323371943,-0.8464512457434468,HV,0.5930278630614781,0.80518193821815,0.9958460023858032,0.09105349818768319,Pedestrian,L-R,3.9,True,171.89126804486412,48.40361278831487,opposite,cross
18,0.0033751540753349566,0.9999943041512624,-0.9956172543479354,0.0935215635277693,HV,0.01834901506962283,0.9998316426508889,-0.990940575160633,-0.13430106663877958,Pedestrian,L-R,5.1,False,84.82714966314208,98.7695860368084,cross,cross
19,0.015267337794785781,0.9998834474060764,-0.9987421707733908,-0.05014056560166606,HV,0.02271860542870535,0.9997418991756696,0.0019260479414426595,-0.9999981451679434,HV,R-L,4.0,True,93.74883591951607,178.58785330629007,cross,opposite
20,0.6645555256495586,0.7472388863868361,-0.626528820698957,-0.7793982530347205,HV,-0.44333773293468043,0.8963546477574253,-0.6337342585116231,-0.7735508319359,HV,L-R,2.8,False,177.1462514449847,114.35679376519887,opposite,cross
21,0.026347204735466995,0.9996528521454973,0.9784759247881717,0.20636100554594142,HV,0.034679254624015304,0.9993984937444736,0.9801513676014867,-0.1982505903873569,Pedestrian,R-L,3.8000000000000007,False,76.58105903104963,99.44730351794654,cross,cross
22,-0.41195461257335986,0.911204366308422,0.7682645360345518,-0.6401324883737856,HV,0.31378224376545993,0.9494949728658459,0.5913705166866018,0.8063999702342638,HV,L-R,4.4,True,154.12937931805976,17.967010043404706,cross,parallel
23,0.9836487513564025,0.18009756787638848,-0.9927683119003519,0.12004615315171902,HV,-0.2667166872792671,0.9637749782634812,-0.3803595362945849,0.9248387011526757,HV,L-R,1.7999999999999998,False,162.7297908766133,6.886971313405856,opposite,parallel
24,-0.012490163168576747,0.999921994869611,-0.04958828588670398,-0.9987697441867263,HV,0.01081995604073828,0.9999414625623224,0.9999978404872251,0.0020782254176030025,HV,L-R,2.8000000000000007,True,176.441982554403,89.26097645652247,opposite,cross
25,0.015859418679192366,0.9998742315107225,0.9265701938877501,-0.3761218895502058,HV,-0.1932228786090032,0.9811548905152796,0.9127903752386832,-0.4084283668792164,HV,R-L,2.6000000000000005,False,111.1849535901169,125.24707320706953,cross,cross
26,0.032166042846975405,0.9994825389608197,0.012224871124122967,-0.9999252734709722,HV,0.02123285343596651,0.9997745575553354,0.982075987688579,-0.18848542226257714,HV,L-R,4.9,True,177.45625257754836,99.64776403793117,opposite,cross
27,-0.07534145045514,0.997157793853769,0.9791810894267077,-0.20298865512418687,HV,0.1022128458511504,0.9947625516388365,0.9854334226959953,0.17006166362133457,HV,R-L,2.1,False,106.0326235934425,74.34198538927642,cross,cross
28,-0.061047607609414876,0.9981348554204322,-0.8528216578624148,-0.5222022787012734,HV,-0.02608251789805596,0.9996597932597358,-0.8606878188127258,-0.5091330656590596,Pedestrian,R-L,2.4000000000000012,True,117.98014576369731,119.11151323199996,cross,cross
29,-0.07146800653902234,0.9974428926215968,0.2795103593314204,-0.9601426763905561,HV,0.016539180621586633,0.99986321839758,0.9937417728240755,0.1117017857711498,HV,L-R,3.1000000000000005,True,167.86732540724063,82.63890617556366,opposite,cross
30,0.015233054023431995,0.9998839703011141,0.9774660433855076,-0.21109271429464632,HV,0.1862329925204341,0.9825056093971596,0.9868083390973516,0.1618928716402503,HV,L-R,2.3,True,101.3135723108709,69.95019059818694,cross,cross
31,0.36787189654316993,0.9298764798260741,-0.9840266024976125,0.17802147504446073,HV,0.0014189623283772052,0.9999989932724486,-0.9772984709292216,0.21186717234957658,HV,L-R,2.5,False,101.3298938810075,77.84950478475216,cross,cross
32,-0.04287416994396206,0.9990804800173089,0.9926401601984235,-0.12110124838847952,HV,0.02815816005920915,0.9996034803971423,0.99999993043622,-0.00037299806284041986,HV,L-R,2.1999999999999993,True,99.41292520357483,88.40781421038386,cross,cross
33,0.03710164181874824,0.9993114970690337,-0.20930166142144496,-0.9778511208390687,HV,0.051969663617839265,0.9986486639772011,0.7727969468589575,-0.6346533533555728,HV,R-L,3.3000000000000007,False,170.0448245201271,126.41529469452836,opposite,cross
34,0.018084946049484095,0.9998364539895448,-0.9930011538696407,-0.1181046502622229,HV,-0.0019053043736751356,0.9999981849059745,0.010673232269561935,-0.999943039434207,HV,L-R,4.4,False,97.81897672902102,179.49762319122127,cross,opposite
35,0.01000841058160258,0.9999499146045416,-0.9949537182220701,-0.10033493208288564,HV,-0.012573582386400316,0.9999209493884866,0.008110726330336621,-0.9999671075182396,HV,R-L,3.8000000000000003,True,96.331906935126,179.74428329500446,cross,opposite
36,0.05029111246807343,0.9987346013865362,-0.057621532037521885,-0.9983384992304207,HV,0.13874846940334937,0.990327653980352,0.9962001618984113,-0.08709326858936395,HV,L-R,3.2,True,179.57938423283278,87.02097478853004,opposite,cross
37,0.0006469735509131287,0.9999997907125903,0.07752494716313263,-0.9969904124751419,HV,-0.020559237372895674,0.9997886365420668,0.9996748713010676,-0.02549807226427249,HV,L-R,2.8999999999999995,True,175.51661744505748,92.63913080823939,opposite,cross
38,0.03449139771480761,0.9994049947262015,-0.13781658190682847,-0.9904577677778688,HV,-0.018071006517852418,0.9998367060292553,0.28620200755847924,-0.9581693017778727,Cyclist,L-R,3.500000000000001,True,174.055082678032,164.40473701378434,opposite,opposite
39,0.0027814265554688988,0.9999961318256769,-0.48760837765762455,-0.8730624662864047,HV,-0.0588124715275715,0.9982690484998614,0.9417327012174211,-0.33636218494019116,HV,L-R,4.800000000000001,True,150.97585618487406,113.02704502419117,cross,cross
40,-0.39833795441946496,0.9172387225084407,-0.9681572344295781,0.25034290367747775,HV,-0.12023665387829997,0.9927452578905375,0.5394072939352403,-0.842044993601566,Pedestrian,R-L,3.7,False,52.02787859583603,154.26246085141653,cross,cross
41,0.06018465193080894,0.9981872608243241,-0.005416591349423393,-0.9999853301614746,HV,0.016903896347771046,0.9998571189366328,0.9999997062051939,0.0007665438837798155,HV,L-R,2.9000000000000004,True,176.85993764327642,88.98751221784251,opposite,cross
42,-0.7652937014647018,0.6436812491431266,-0.7337224984621336,0.6794492587754323,HV,0.4974595742306449,0.86748715956276,-0.2441158745663484,0.969746069744398,Pedestrian,L-R,4.300000000000001,False,2.7337492349810977,43.96165932335724,parallel,cross
43,0.0765766926538721,0.9970636941250014,0.011721814149388101,-0.9999312971764847,HV,-0.012920967238936694,0.9999165208184182,0.9290295355061445,0.3700055704408207,HV,L-R,3.9000000000000004,True,174.93655342355618,69.02437666395728,opposite,cross
44,0.01974562589001557,0.9998050361236493,0.8296428561628449,0.5582944843162584,HV,0.04331785765772773,0.9990613410636731,0.9317723092574951,-0.36304319811966596,Pedestrian,L-R,4.3,False,54.93065360293659,108.80450001332404,cross,cross
45,-0.05555039947864333,0.9984558844124077,0.9775602216409255,-0.21065614889042428,HV,-0.04291429506350726,0.9990787572955409,0.9314893567388369,0.363768577920452,Pedestrian,L-R,1.8000000000000003,True,105.34524966602976,71.12774479904593,cross,cross
46,0.006074570706559716,0.9999815496251573,0.9917316015825713,-0.12832938253754672,HV,0.03349730615854629,0.9994388077717018,0.9592214888732928,-0.282655506374285,Pedestrian,L-R,4.6,True,97.0250149707983,104.49914438652247,cross,cross
47,0.6177335714558826,0.7863874583793666,-0.6564470298458535,-0.7543721210427631,HV,-0.5326480527280191,0.8463368430625299,-0.559864065817743,-0.8285844723418524,HV,L-R,3.0,False,177.12135339378693,113.76905419144703,opposite,cross
48,-0.10967590468900316,0.9939674018450749,-0.9914821241947261,-0.13024284011919357,HV,0.06454157512980284,0.9979150189669278,-0.9327986452129102,0.36039795710985834,Pedestrian,R-L,3.6000000000000005,True,91.18699209970009,72.57589412362992,cross,cross
49,-0.3138768800527277,0.9494636929174098,-0.8904037640435402,-0.4551715467569298,HV,0.7998969174271887,0.6001374188387869,-0.8832877310792915,-0.4688312960168055,Pedestrian,L-R,4.1,False,98.78294700788636,171.07871996298374,cross,opposite
50,-0.01040840662419417,0.9999458310686361,-0.022804125800825515,-0.9997399521107777,HV,-0.37714942639454935,0.9261524227524658,0.9997419213109213,-0.022717631336638462,HV,L-R,3.0,True,178.09693802726366,113.4589593399735,opposite,cross
51,0.5103410641216084,0.8599720915653162,-0.5168801001356049,-0.8560578030038668,HV,-0.38947961078258225,0.9210350877054837,-0.5062657416120426,-0.8623775268813586,HV,L-R,2.799999999999999,False,179.5633440262445,126.66246564622725,opposite,cross
52,-0.005993041765811712,0.9999820415639439,0.011672894123516587,-0.9999318694505048,HV,-0.01612047352872703,0.9998700567239772,0.9995156364177129,-0.03112061304817848,HV,L-R,3.0,True,179.67455529800347,92.70704283136386,opposite,cross
53,0.03377450130971532,0.9994294787834108,0.020067805090984617,-0.9997986213227293,HV,0.006612991890022907,0.9999781339300687,0.998765133475435,-0.04968106433840367,HV,L-R,2.5999999999999996,True,176.91461779987716,92.46878828925257,opposite,cross
54,0.775516148239834,0.6313277309125995,-0.7831883692111787,-0.6217845111711406,HV,-0.5975685791146995,0.8018178055236983,-0.7719135044467705,-0.6357275687373526,HV,L-R,4.799999999999999,False,179.29841817225073,92.778010087049,opposite,cross
55,-0.1421494096612254,0.9898452128150972,0.7005652090374752,-0.7135883882787604,HV,-0.071482692706331,0.9974418402310244,0.9996431481026615,-0.026712851802082885,Pedestrian,R-L,3.7,False,143.69987405908014,95.62986837685916,cross,cross
56,-0.2534237186220787,0.9673553736035985,0.2649316465212907,-0.9642671946465451,HV,-0.3282731062374524,0.9445828538149601,0.9933830751799964,0.11484801237258613,HV,L-R,1.7999999999999998,True,179.3173118707498,102.5691348270453,opposite,cross
57,0.2762126015034576,0.9610965605862359,-0.9969587840176466,0.0779306292163456,HV,-0.9077827912503479,0.4194405844809576,-0.7095103799880361,-0.7046949841521738,HV,R-L,2.8000000000000007,True,101.56466222649173,69.6041818384905,cross,cross
58,0.5588790299936304,0.8292491964623051,-0.5695438713052577,-0.8219609349954656,HV,-0.9549846342967409,0.29665526837917466,-0.557431941161523,-0.8302226394003577,HV,L-R,2.8999999999999995,False,179.25988596119078,73.37843633247913,opposite,cross
